Nr.|Codice Fiscale|Importo contributo
1151|95137700654|4476.8
1152|95137430658|2376.0
1153|95136730249|4867.2
1154|95136040631|4809.6
1155|95135820637|5328.0
1156|95132720137|3960.0
1157|95131810103|4620.8
1158|95131660243|4803.2
1159|95130690654|2640.0
1160|95130160245|5078.4
1161|95129690103|5718.4
1162|95128740651|3696.0
1163|95127420131|4876.8
1164|95127360659|4614.4
1165|95127160109|5414.4
1166|95127040103|4432.0
1167|95123870107|4464.0
1168|95122360100|4771.2
1169|95122010630|4496.0
1170|95117100131|4691.2
1171|95116100637|4553.6
1172|95115290249|4457.6
1173|95113610109|6396.8
1174|95112290242|4806.4
1175|95112230651|3960.0
1176|95110980653|4476.8
1177|95107920241|4768.0
1178|95107890634|4758.4
1179|95107700635|4521.6
1180|95107020638|4556.8
1181|95106410632|4457.6
1182|95104150164|4480.0
1183|95103660635|4816.0
1184|95100890102|4419.2
1185|95099270100|4608.0
1186|95098130248|5084.8
1187|95097870109|3696.0
1188|95097460133|4428.8
1189|95097300651|2200.0
1190|95097290100|4460.8
1191|95096220637|4697.6
1192|95095200168|4710.4
1193|95094470242|4476.8
1194|95092410638|3960.0
1195|95091350637|4467.2
1196|95090580127|4710.4
1197|95089800106|4640.0
1198|95089310650|4838.4
1199|95087640249|4441.6
1200|95087000121|4136.0
1201|95084560135|5449.6
1202|95084300102|5801.6
1203|95083470138|4672.0
1204|95082250101|5996.8
1205|95081820128|4505.6
1206|95079410635|4136.0
1207|95079190633|2904.0
1208|95076750637|3432.0
1209|95076720127|5564.8
1210|95076080100|4668.8
1211|95075180240|4921.6
1212|95074790122|4441.6
1213|95074080656|4595.2
1214|95072350630|1760.0
1215|95071640122|4937.6
1216|95069500122|3608.0
1217|95068870633|5219.2
1218|95067880658|6483.2
1219|95066270240|6352.0
1220|95065820656|4544.0
1221|95065330128|4608.0
1222|95062370101|4848.0
1223|95059730135|5024.0
1224|95059620104|5040.0
1225|95057490120|4720.0
1226|95055500631|2464.0
1227|95054920103|4595.2
1228|95054180104|4521.6
1229|95054050109|4412.8
1230|95051990109|4412.8
1231|95051030583|4400.0
1232|95050150168|4633.6
1233|95049700586|2728.0
1234|95047070586|4537.6
1235|95046310587|2640.0
1236|95044870103|6595.2
1237|95044620631|3520.0
1238|95044600583|4832.0
1239|95043750587|4508.8
1240|95043520584|5683.2
1241|95043490242|4457.6
1242|95042590109|4508.8
1243|95040720104|4563.2
1244|95040540163|4684.8
1245|95040320657|4668.8
1246|95040300105|4790.4
1247|95039400585|5216.0
1248|95038560124|4873.6
1249|95038180188|4425.6
1250|95038150637|2200.0
1251|95037720588|4400.0
1252|95037590585|4464.0
1253|95036750107|4784.0
1254|95035920180|5526.4
1255|95035260181|4428.8
1256|95034160101|5104.0
1257|95034130583|2200.0
1258|95032350589|4896.0
1259|95031870835|4729.6
1260|95031520836|4048.0
1261|95030570584|4483.2
1262|95029610839|4806.4
1263|95027640838|5260.8
1264|95026850180|3432.0
1265|95026810044|5110.4
1266|95026640839|4601.6
1267|95026560243|4451.2
1268|95025090580|5449.6
1269|95024520041|4800.0
1270|95024090136|5849.6
1271|95023490105|5401.6
1272|95023400617|5094.4
1273|95022700108|4448.0
1274|95022550164|4470.4
1275|95021410048|4819.2
1276|95019980614|5011.2
1277|95019860105|4896.0
1278|95019310135|5369.6
1279|95018370049|5136.0
1280|95017630104|5158.4
1281|95016990632|4691.2
1282|95016830101|4224.0
1283|95013750013|5033.6
1284|95012770582|5139.2
1285|95012480018|5152.0
1286|95011450616|4617.6
1287|95008090581|4592.0
1288|95007780240|5020.8
1289|95006940100|3696.0
1290|95006570634|5257.6
1291|95006440127|4598.4
1292|95006170120|4547.2
1293|95005880653|4576.0
1294|95004190229|4454.4
1295|95004150785|8067.2
1296|95002770063|6006.4
1297|95002430049|4435.2
1298|95002100832|4716.8
1299|95001670108|5027.2
1300|95001620228|4556.8
1301|95001490069|4604.8
1302|95000890764|4524.8
1303|95000240267|4953.6
1304|95000010066|5011.2
1305|94643070157|5305.6
1306|94642210150|4777.6
1307|94640790153|4745.6
1308|94637340152|4617.6
1309|94635870150|4480.0
1310|94634200151|6924.8
1311|94630510157|4652.8
1312|94630420159|4416.0
1313|94628860150|7840.0
1314|94626850153|4665.6
1315|94625870152|2288.0
1316|94622130154|4665.6
1317|94619150157|4880.0
1318|94616100155|6208.0
1319|94615950154|4476.8
1320|94614660150|4915.2
1321|94602920152|4048.0
1322|94592000155|4416.0
1323|94576500014|4640.0
1324|94575560159|4976.0
1325|94573210153|4832.0
1326|94567480010|4691.2
1327|94563930018|5884.8
1328|94555510018|4614.4
1329|94544670014|4752.0
1330|94533290014|6339.2
1331|94525190016|4777.6
1332|94524430017|4556.8
1333|94520890016|4419.2
1334|94506900011|4508.8
1335|94503260153|5219.2
1336|94502670014|4931.2
1337|94316900482|3872.0
1338|94309510488|4588.8
1339|94278770485|4780.8
1340|94278100485|4886.4
1341|94277910488|4441.6
1342|94275190489|5011.2
1343|94266550485|4883.2
1344|94261460482|4048.0
1345|94261110483|4569.6
1346|94259350489|5123.2
1347|94255840483|4790.4
1348|94246610482|6435.2
1349|94242260480|4550.4
1350|94238750486|6652.8
1351|94238400488|4312.0
1352|94237560480|4668.8
1353|94231070486|4646.4
1354|94229770485|4761.6
1355|94227950485|2552.0
1356|94225390486|5209.6
1357|94219720482|4467.2
1358|94218680489|4515.2
1359|94217190639|5190.4
1360|94209680365|4425.6
1361|94208540362|2992.0
1362|94204300365|5027.2
1363|94203890630|5238.4
1364|94202600360|4569.6
1365|94201710368|4774.4
1366|94201630368|4537.6
1367|94196190360|4710.4
1368|94195640365|4480.0
1369|94195270635|4688.0
1370|94192950635|3960.0
1371|94191440489|3432.0
1372|94190290638|6518.4
1373|94190230360|4515.2
1374|94186750363|8771.2
1375|94186110543|2464.0
1376|94184520545|4752.0
1377|94184030362|4572.8
1378|94183810368|4136.0
1379|94182600364|4982.4
1380|94180190368|4521.6
1381|94179160547|4505.6
1382|94178470483|4451.2
1383|94174830631|5008.0
1384|94173640262|5993.6
1385|94173010482|4451.2
1386|94172890264|4451.2
1387|94172820543|5379.2
1388|94171500542|4960.0
1389|94169930487|4844.8
1390|94169900480|4851.2
1391|94169860544|2200.0
1392|94169670547|5241.6
1393|94169010546|4454.4
1394|94168900549|5152.0
1395|94168460486|6009.6
1396|94167850265|4502.4
1397|94167520363|2816.0
1398|94167170540|6070.4
1399|94164530548|4860.8
1400|94164350269|6707.2
1401|94164070545|5110.4
1402|94163410486|4864.0
1403|94162020542|5340.8
1404|94160410489|5763.2
1405|94160390368|5484.8
1406|94160390269|5452.8
1407|94160290485|5993.6
1408|94160180488|4403.2
1409|94158750540|3784.0
1410|94158100548|4601.6
1411|94157350268|5465.6
1412|94157220545|4972.8
1413|94155840260|4998.4
1414|94155540639|4729.6
1415|94155140547|2288.0
1416|94149010368|4499.2
1417|94148930301|4588.8
1418|94148240305|2904.0
1419|94148180634|4880.0
1420|94147350543|5139.2
1421|94146190262|4924.8
1422|94145560267|5622.4
1423|94144660308|5702.4
1424|94143440488|5916.8
1425|94141660368|5523.2
1426|94141370364|4515.2
1427|94138550549|2024.0
1428|94137700541|4828.8
1429|94137640481|5744.0
1430|94137500545|4694.4
1431|94137230549|5024.0
1432|94135880261|4457.6
1433|94135470261|6345.6
1434|94134750309|4771.2
1435|94134160541|4534.4
1436|94134160301|5088.0
1437|94132570261|4742.4
1438|94132460364|4422.4
1439|94131620489|4681.6
1440|94131600309|4681.6
1441|94130110367|4412.8
1442|94129260546|4544.0
1443|94128220632|4412.8
1444|94127840489|4403.2
1445|94127090549|7571.2
1446|94127040544|5020.8
1447|94126990541|4528.0
1448|94126690307|4848.0
1449|94126140360|4633.6
1450|94125960487|4998.4
1451|94125910482|6336.0
1452|94124740633|4745.6
1453|94124430631|4531.2
1454|94124220545|5417.6
1455|94123080544|4812.8
1456|94121030269|5670.4
1457|94120130540|4691.2
1458|94118880304|4880.0
1459|94118540486|4976.0
1460|94117370307|5027.2
1461|94115350483|4224.0
1462|94114660718|4656.0
1463|94113780715|4460.8
1464|94113620218|4790.4
1465|94111920719|4700.8
1466|94111480714|4569.6
1467|94111460716|4560.0
1468|94111040260|4400.0
1469|94109990716|2376.0
1470|94108480263|4508.8
1471|94108440713|6937.6
1472|94108420368|4953.6
1473|94107730718|4928.0
1474|94106370540|5350.4
1475|94106140711|4464.0
1476|94105960549|4857.6
1477|94104320307|6854.4
1478|94103220300|4838.4
1479|94101360710|4550.4
1480|94101070210|4992.0
1481|94098630307|4809.6
1482|94098330486|6217.6
1483|94095250364|2904.0
1484|94093870718|4688.0
1485|94093550278|3608.0
1486|94092950545|5088.0
1487|94091880271|4956.8
1488|94091700719|4585.6
1489|94091520364|5468.8
1490|94091250541|6486.4
1491|94090540652|5542.4
1492|94089370715|4505.6
1493|94088990588|4608.0
1494|94088150035|4547.2
1495|94087320035|4473.6
1496|94085370586|4886.4
1497|94084500019|4598.4
1498|94084400038|4608.0
1499|94084280653|3432.0
1500|94084260655|5433.6
1501|94084180036|4713.6
1502|94084040016|5958.4
1503|94083900012|4432.0
1504|94083510589|6105.6
1505|94083490659|4716.8
1506|94083190549|2112.0
1507|94083180581|5334.4
1508|94083180540|2904.0
1509|94082970487|4732.8
1510|94082320659|4400.0
1511|94081990585|4518.4
1512|94081990015|4403.2
1513|94081600036|5712.0
1514|94081590658|4553.6
1515|94081570486|5564.8
1516|94081570015|4563.2
1517|94081500038|4432.0
1518|94081480017|2816.0
1519|94081110036|4582.4
1520|94080830659|2112.0
1521|94080820486|4563.2
1522|94080260485|4716.8
1523|94080240016|5056.0
1524|94080080586|4771.2
1525|94079980655|4416.0
1526|94079970656|4771.2
1527|94079960582|5740.8
1528|94079850718|4496.0
1529|94079820034|4745.6
1530|94079720655|4518.4
1531|94079720580|5216.0
1532|94078840017|4700.8
1533|94078430652|4454.4
1534|94078400655|2816.0
1535|94078030544|4460.8
1536|94077910654|4486.4
1537|94077640657|4617.6
1538|94077510017|4947.2
1539|94077430653|5132.8
1540|94077250655|4566.4
1541|94076620031|2816.0
1542|94076410276|4428.8
1543|94076150583|4620.8
1544|94075790652|2376.0
1545|94074610018|2552.0
1546|94074560486|4806.4
1547|94073800636|4547.2
1548|94073200035|5174.4
1549|94073160486|4486.4
1550|94072700639|5030.4
1551|94072680013|5760.0
1552|94072520656|4790.4
1553|94072520631|2376.0
1554|94072090486|4502.4
1555|94072010583|4489.6
1556|94071920717|4742.4
1557|94071570033|4454.4
1558|94071500030|5564.8
1559|94070330587|4416.0
1560|94070010585|4470.4
1561|94069950031|4416.0
1562|94069490277|4819.2
1563|94068870487|8819.2
1564|94068720542|2552.0
1565|94068470585|4784.0
1566|94068260580|5062.4
1567|94068210031|4312.0
1568|94067760481|5881.6
1569|94066790653|4633.6
1570|94066150015|5363.2
1571|94065830658|5331.2
1572|94065530589|4595.2
1573|94065480488|4566.4
1574|94065100581|5523.2
1575|94064950549|4464.0
1576|94064440657|4672.0
1577|94064070272|4588.8
1578|94063380011|4224.0
1579|94062760486|7712.0
1580|94061350487|4505.6
1581|94061250588|7417.6
1582|94060860486|6249.6
1583|94060850032|6243.2
1584|94059700156|4976.0
1585|94058620488|4312.0
1586|94058060214|4499.2
1587|94058020549|4684.8
1588|94058020010|5561.6
1589|94057490586|4659.2
1590|94057430715|4624.0
1591|94057400015|4553.6
1592|94057240718|4668.8
1593|94056820486|5705.6
1594|94056760153|4940.8
1595|94056270013|5267.2
1596|94055970654|4630.4
1597|94055970589|4563.2
1598|94055870656|4672.0
1599|94055590155|4585.6
1600|94055500659|4681.6
1601|94055490489|4972.8
1602|94054700656|4508.8
1603|94053830017|5171.2
1604|94053090034|4550.4
1605|94052930263|4956.8
1606|94052400036|4312.0
1607|94052210484|6803.2
1608|94051940263|4998.4
1609|94051660655|4505.6
1610|94051470659|4822.4
1611|94051150483|5212.8
1612|94047820652|5017.6
1613|94047560712|5625.6
1614|94047030229|5408.0
1615|94047030013|4784.0
1616|94047000651|4976.0
1617|94046540228|4748.8
1618|94046350487|6918.4
1619|94046310010|5635.2
1620|94045470484|4576.0
1621|94045440040|4755.2
1622|94045290221|4508.8
1623|94045040543|4457.6
1624|94044140021|4579.2
1625|94043950651|2640.0
1626|94043880213|4416.0
1627|94042180581|4784.0
1628|94042150022|4796.8
1629|94041980270|4524.8
1630|94041920045|4531.2
1631|94040760582|6064.0
1632|94040550025|5107.2
1633|94040410360|5484.8
1634|94040250022|4470.4
1635|94039710010|5472.0
1636|94039440022|4707.2
1637|94039380137|4579.2
1638|94038980788|4406.4
1639|94038460039|4502.4
1640|94038320365|4412.8
1641|94037480483|4876.8
1642|94036850181|4684.8
1643|94036740135|4499.2
1644|94036580580|4528.0
1645|94036530189|4486.4
1646|94036260787|4665.6
1647|94036250788|4944.0
1648|94035940785|3520.0
1649|94035850489|4489.6
1650|94035630188|5785.6
1651|94035630022|4403.2
1652|94035180549|4902.4
1653|94034650484|4646.4
1654|94033940787|4476.8
1655|94033890784|3080.0
1656|94033890040|4736.0
1657|94033580302|4473.6
1658|94033530026|5052.8
1659|94033320022|7894.4
1660|94032860135|5516.8
1661|94032760137|4512.0
1662|94032680483|7312.0
1663|94032410014|6009.6
1664|94031820783|2112.0
1665|94031120150|4569.6
1666|94030470713|4470.4
1667|94030410586|5161.6
1668|94029850784|2552.0
1669|94029470047|4819.2
1670|94029160788|4412.8
1671|94029150482|5132.8
1672|94028990136|5244.8
1673|94028890120|4928.0
1674|94028430125|4832.0
1675|94027890063|4595.2
1676|94027610362|4819.2
1677|94026900129|5542.4
1678|94026790306|4633.6
1679|94026710650|4432.0
1680|94026670029|4614.4
1681|94026620651|4707.2
1682|94026530215|4873.6
1683|94026470024|4595.2
1684|94026030067|2552.0
1685|94025890123|4764.8
1686|94025890032|4864.0
1687|94025560247|4422.4
1688|94024320247|5260.8
1689|94024320015|6368.0
1690|94024020029|4864.0
1691|94023410015|7929.6
1692|94022810488|5254.4
1693|94022170784|3608.0
1694|94021810265|4531.2
1695|94021330363|6944.0
1696|94021020618|5248.0
1697|94020660174|4713.6
1698|94020660166|4496.0
1699|94020240241|5171.2
1700|94020110170|2728.0
1701|94020060128|5030.4
1702|94020030360|5497.6
1703|94019810657|4582.4
1704|94019230179|2376.0
1705|94019210361|7718.4
1706|94019020489|6099.2
1707|94018370174|11379.2
1708|94018260656|1760.0
1709|94017980486|4819.2
1710|94017320485|4553.6
1711|94017300784|4464.0
1712|94016750302|5062.4
1713|94016730171|4710.4
1714|94016010038|5929.6
1715|94015790176|5446.4
1716|94015710174|4553.6
1717|94015280483|4608.0
1718|94015040069|4531.2
1719|94014460029|4748.8
1720|94014340361|5366.4
1721|94014060241|4761.6
1722|94014030368|5776.0
1723|94013890366|4540.8
1724|94013760031|4924.8
1725|94013190221|5548.8
1726|94011880484|5299.2
1727|94011720177|4697.6
1728|94011360180|4896.0
1729|94010870460|4896.0
1730|94010420068|4819.2
1731|94009870026|4224.0
1732|94009150619|4416.0
1733|94009060271|5062.4
1734|94008860184|3256.0
1735|94008630488|4524.8
1736|94007800249|5312.0
1737|94007640462|3872.0
1738|94007540365|6460.8
1739|94006690039|3080.0
1740|94006680360|4668.8
1741|94006480035|6137.6
1742|94006140639|4768.0
1743|94006070018|4467.2
1744|94005990489|3608.0
1745|94005880367|4464.0
1746|94005670263|5638.4
1747|94005080265|4412.8
1748|94005040046|4764.8
1749|94004970540|5971.2
1750|94004710615|4556.8
1751|94004580158|5507.2
1752|94003670042|4720.0
1753|94003660787|4592.0
1754|94003630301|4716.8
1755|94003500462|4512.0
1756|94003350363|6601.6
1757|94002570367|5881.6
1758|94002320367|4723.2
1759|94002290826|5033.6
1760|94002100215|5123.2
1761|94001940488|6083.2
1762|94001680480|5404.8
1763|94001570152|5488.0
1764|94001510240|4774.4
1765|94001450157|5353.6
1766|94001410219|4489.6
1767|94001290157|5721.6
1768|93554390158|4796.8
1769|93551610152|5094.4
1770|93550560150|4416.0
1771|93550540152|6483.2
1772|93550340157|4416.0
1773|93550240159|4662.4
1774|93547760152|4492.8
1775|93546700159|4995.2
1776|93537730728|3696.0
1777|93529600723|5433.6
1778|93522820724|2552.0
1779|93521540729|4617.6
1780|93521460720|4048.0
1781|93520420725|4998.4
1782|93518250720|2024.0
1783|93513160726|5113.6
1784|93512850723|4560.0
1785|93512290722|4460.8
1786|93511020724|4675.2
1787|93510070720|4470.4
1788|93505220728|4828.8
1789|93504170726|4793.6
1790|93503550720|4406.4
1791|93502610723|4675.2
1792|93501620723|6451.2
1793|93500790725|4588.8
1794|93500270728|5446.4
1795|93495230729|6652.8
1796|93491490723|5590.4
1797|93489620729|4646.4
1798|93489250725|5603.2
1799|93481510720|4524.8
1800|93480550727|5904.0
1801|93474840720|4761.6
1802|93472390728|4716.8
1803|93469630722|5638.4
1804|93469010727|4777.6
1805|93468260729|4508.8
1806|93467660721|4761.6
1807|93461320728|5116.8
1808|93460950723|4556.8
1809|93460880722|4224.0
1810|93460310720|4492.8
1811|93459130725|6524.8
1812|93452660728|4672.0
1813|93450450726|2024.0
1814|93448120720|4627.2
1815|93447530721|4620.8
1816|93442300724|4710.4
1817|93441260721|5232.0
1818|93439170726|4435.2
1819|93438150729|5705.6
1820|93425250722|4608.0
1821|93424520729|5209.6
1822|93424350721|4496.0
1823|93422370721|5516.8
1824|93421870721|5158.4
1825|93419090720|5276.8
1826|93415400725|4502.4
1827|93413720728|2200.0
1828|93412030723|4864.0
1829|93409630725|4425.6
1830|93403220721|4880.0
1831|93398690722|2464.0
1832|93394940725|4988.8
1833|93388760725|3872.0
1834|93388200722|4569.6
1835|93385500728|5251.2
1836|93384740721|4656.0
1837|93370630720|4921.6
1838|93351050724|4640.0
1839|93347250727|5100.8
1840|93346110724|2992.0
1841|93344140723|4486.4
1842|93341680721|4454.4
1843|93341570724|5024.0
